0.95387536e-3
-1.719400000000000e+00 5.780774267170958e-08 6.903739666022393e-01 0.000000000000000e+00 6.776525586612961e-01
-1.717400000000000e+00 -3.554031047056754e-08 6.902634875516990e-01 0.000000000000000e+00 6.756070195890412e-01
-1.715400000000000e+00 -6.275521336333564e-08 6.901558298862343e-01 0.000000000000000e+00 6.735633792157408e-01
-1.713400000000000e+00 1.147122633449852e-08 6.900502875273257e-01 0.000000000000000e+00 6.715212640204840e-01
-1.711400000000000e+00 -7.746002990106852e-08 6.899463313775922e-01 0.000000000000000e+00 6.694803949610697e-01
-1.709400000000000e+00 -6.199420632991588e-08 6.898435516829786e-01 0.000000000000000e+00 6.674405569877850e-01
-1.707400000000000e+00 5.704097735572607e-08 6.897416223847211e-01 0.000000000000000e+00 6.654015801452463e-01
-1.705400000000000e+00 5.830536897116385e-08 6.896402780132626e-01 0.000000000000000e+00 6.633633272967000e-01
-1.703400000000000e+00 -3.700453322093811e-08 6.895392981255484e-01 0.000000000000000e+00 6.613256858394037e-01
-1.701400000000000e+00 0.000000000000000e+00 6.894384964817026e-01 0.000000000000000e+00 6.592885619322473e-01
-1.699400000000000e+00 0.000000000000000e+00 6.893377133104349e-01 0.000000000000000e+00 6.572518763640430e-01
-1.697400000000000e+00 0.000000000000000e+00 6.892368096509096e-01 0.000000000000000e+00 6.552155615266207e-01
-1.695400000000000e+00 -1.015077455524074e-08 6.891356631287058e-01 0.000000000000000e+00 6.531795591527187e-01
-1.693400000000000e+00 -2.242293576451748e-08 6.890341647454246e-01 0.000000000000000e+00 6.511438185952415e-01
-1.691400000000000e+00 0.000000000000000e+00 6.889322163997376e-01 0.000000000000000e+00 6.491082954980308e-01
-1.689400000000000e+00 -3.663788975609235e-08 6.888297289458978e-01 0.000000000000000e+00 6.470729507548617e-01
-1.687400000000000e+00 0.000000000000000e+00 6.887266206536151e-01 0.000000000000000e+00 6.450377496840628e-01
-1.685400000000000e+00 0.000000000000000e+00 6.886228159720561e-01 0.000000000000000e+00 6.430026613668870e-01
-1.683400000000000e+00 1.891917620856124e-08 6.885182445273659e-01 0.000000000000000e+00 6.409676581118319e-01
