0.95387536e-3 SECg2 LEFT 0 0.0
-1.359400000000000e+00 -7.115565698852348e-02 2.457642042989657e+00 2.811836138574735e-03 -9.999960467809509e-01 2.432076215844790e+00 9 -2.143075821450162e-03 -2.167396583606113e-03
-1.361400000000000e+00 -7.209621036541235e-02 2.438224026736529e+00 2.945956034122378e-03 -9.999956606621075e-01 2.433682669256917e+00 9 -2.119494027854964e-03 -2.143830854550164e-03
-1.363400000000000e+00 -7.304402719885457e-02 2.419021698283557e+00 3.083304514227084e-03 -9.999952466053389e-01 2.435260775173076e+00 9 -2.095867348827691e-03 -2.120219956580066e-03
-1.365400000000000e+00 -7.399914041980304e-02 2.400030839361369e+00 3.223935146484318e-03 -9.999948031075818e-01 2.436808796903613e+00 9 -2.072195870637021e-03 -2.096563958608487e-03
-1.367400000000000e+00 -7.496158348127442e-02 2.381247333635748e+00 3.367902883389159e-03 -9.999943285990016e-01 2.438324939487613e+00 11 -3.194492445558622e-04 -3.218875694935882e-04
-1.369400000000000e+00 -7.593139036654049e-02 2.362667163527306e+00 3.515264018028937e-03 -9.999938214403544e-01 2.439807359185755e+00 11 -3.171428549659326e-04 -3.195826623266408e-04
-1.371400000000000e+00 -7.690859559747142e-02 2.344286407146935e+00 3.666076379773449e-03 -9.999932799194091e-01 2.441254148419302e+00 11 -3.148303650636938e-04 -3.172716192091155e-04
-1.373400000000000e+00 -7.789323424298794e-02 2.326101235344336e+00 3.820399310518589e-03 -9.999927022479255e-01 2.442663344359354e+00 11 -3.100690476160419e-04 -3.125117109592323e-04
-1.375400000000000e+00 -7.888534192775386e-02 2.308107908859955e+00 3.978293753172681e-03 -9.999920865580955e-01 2.444032926825799e+00 11 -3.077427987807628e-04 -3.101868317071839e-04
-1.377400000000000e+00 -7.988495484099162e-02 2.290302775580116e+00 4.139822327311781e-03 -9.999914308988344e-01 2.445360815969060e+00 11 -3.054103085410879e-04 -3.078556693568959e-04
-1.379400000000000e+00 -8.089210974547478e-02 2.272682267890985e+00 4.305049341225432e-03 -9.999907332321483e-01 2.446644878510841e+00 11 -3.030715249142930e-04 -3.055181697953546e-04
-1.381400000000000e+00 -8.190684398674022e-02 2.255242900122634e+00 4.474040877356475e-03 -9.999899914290281e-01 2.447882926280132e+00 11 -2.982785170278557e-04 -3.007263999554262e-04
-1.383400000000000e+00 -8.292919550241466e-02 2.237981266086397e+00 4.646865025790463e-03 -9.999892032644313e-01 2.449072699182597e+00 11 -2.959258159330736e-04 -2.983748886320036e-04
-1.385400000000000e+00 -8.395920283178485e-02 2.220894036695856e+00 4.823591602908984e-03 -9.999883664143541e-01 2.450211900437112e+00 11 -2.935667401336962e-04 -2.960169520337482e-04
-1.387400000000000e+00 -8.499690512553094e-02 2.203977957670249e+00 5.004292659771404e-03 -9.999874784490931e-01 2.451298156787713e+00 11 -2.912012562271402e-04 -2.936525543848043e-04
-1.389400000000000e+00 -8.604234215566707e-02 2.187229847317690e+00 5.189042216713801e-03 -9.999865368298081e-01 2.452329049262694e+00 11 -2.888293367941236e-04 -2.912816658422088e-04
-1.391400000000000e+00 -8.709555432566804e-02 2.170646594393712e+00 5.377916453545670e-03 -9.999855389027477e-01 2.453302104684432e+00 11 -2.864509599563227e-04 -2.889042620607378e-04
-1.393400000000000e+00 -8.815658268080466e-02 2.154225156032384e+00 5.570993967659033e-03 -9.999844818927003e-01 2.454214780192134e+00 11 -2.865203232943793e-04 -2.889745380755496e-04
-1.395400000000000e+00 -8.922546891869716e-02 2.137962555747279e+00 5.768355539245828e-03 -9.999833628987899e-01 2.455064493047476e+00 11 -2.841298369786893e-04 -2.865849014715249e-04
-1.397400000000000e+00 -9.030225540007317e-02 2.121855881499268e+00 5.970084503007194e-03 -9.999821788867175e-01 2.455848596027126e+00 11 -2.817327961062836e-04 -2.841886447033820e-04
-1.399400000000000e+00 -9.138698515975457e-02 2.105902283828421e+00 6.176266689498908e-03 -9.999809266829944e-01 2.456564391930976e+00 11 -2.793292006100909e-04 -2.817857650021080e-04
-1.401400000000000e+00 -9.247970191784147e-02 2.090098974048197e+00 6.386990574606032e-03 -9.999796029676805e-01 2.457209129834955e+00 11 -2.793762664787214e-04 -2.818334756075520e-04
