0.95387536e-3 6 0 0.0
-2.040000e+00 -3.986801314152453e+00 -2.150144828787259e-02 -9.645454672451745e-01 2.639167323547106e-01 1.001784358400076e+00
-2.039000e+00 -4.003837200649779e+00 -2.237393182842514e-02 -9.642262854243344e-01 2.650804981449784e-01 1.002068936466932e+00
-2.038000e+00 -4.020114580751847e+00 -2.318921291601642e-02 -9.639200111690731e-01 2.661920586114733e-01 1.002367070532725e+00
-2.037000e+00 -4.035728576131092e+00 -2.395484408316292e-02 -9.636248146507526e-01 2.672587072282261e-01 1.002678164704432e+00
-2.036000e+00 -4.050755817322622e+00 -2.467688879711749e-02 -9.633392227800103e-01 2.682863057511616e-01 1.003001703077221e+00
-2.035000e+00 -4.065259123027761e+00 -2.536030062339821e-02 -9.630620280416069e-01 2.692796504461246e-01 1.003337235660569e+00
-2.034000e+00 -4.079290758071185e+00 -2.600918681890153e-02 -9.627922251468478e-01 2.702427264456556e-01 1.003684367717769e+00
-2.033000e+00 -4.092894764685993e+00 -2.662699666559341e-02 -9.625289657619399e-01 2.711788894240302e-01 1.004042751564159e+00
-2.032000e+00 -4.106108670338087e+00 -2.721665922950642e-02 -9.622715253936198e-01 2.720909984116270e-01 1.004412080129830e+00
-2.031000e+00 -4.118964764574355e+00 -2.778068620034120e-02 -9.620192786828136e-01 2.729815148368091e-01 1.004792081800599e+00
-2.030000e+00 -4.131491070847331e+00 -2.832125004586098e-02 -9.617716806170720e-01 2.738525777914331e-01 1.005182516262848e+00
-2.029000e+00 -4.143712097940859e+00 -2.884024435060106e-02 -9.615282520338391e-01 2.747060620749935e-01 1.005583171083961e+00
-2.028000e+00 -4.155649429195908e+00 -2.933933105868796e-02 -9.612885682708990e-01 2.755436236091938e-01 1.005993858875215e+00
-2.027000e+00 -4.167322190395961e+00 -2.981997793126784e-02 -9.610522501616080e-01 2.763667354427988e-01 1.006414414926281e+00
-2.026000e+00 -4.178747425535867e+00 -3.028348858395534e-02 -9.608189568193027e-01 2.771767165846851e-01 1.006844695193677e+00
