0.95387536e-3 1
3.606874983382365e+00 1.912645846881879e+00 6.157421945182519e+00 1.423317515856819e+00
3.606862889440799e+00 1.912633062374683e+00 6.157247330066214e+00 1.424315684700287e+00
3.606849787474354e+00 1.912620187648291e+00 6.157072630323360e+00 1.425313840600370e+00
3.606835658914976e+00 1.912607216938807e+00 6.156897850149692e+00 1.426311982732335e+00
3.606820484628730e+00 1.912594144507402e+00 6.156722993918668e+00 1.427310110274959e+00
3.606804244899027e+00 1.912580964636651e+00 6.156548066186946e+00 1.428308222410005e+00
3.606786919409261e+00 1.912567671626838e+00 6.156373071700056e+00 1.429306318321693e+00
3.606768487224822e+00 1.912554259792201e+00 6.156198015398285e+00 1.430304397196158e+00
3.606748926774423e+00 1.912540723457152e+00 6.156022902422792e+00 1.431302458220914e+00
3.608652194570601e+00 1.912948864463392e+00 6.155355839657353e+00 1.432360781415557e+00
3.608681451078008e+00 1.912945714051174e+00 6.155166845977318e+00 1.433360327408450e+00
3.608710700136408e+00 1.912942641917870e+00 6.154977467913378e+00 1.434359884571072e+00
3.608739943184035e+00 1.912939645974661e+00 6.154787703333334e+00 1.435359452605110e+00
3.608769181592292e+00 1.912936724186950e+00 6.154597550116139e+00 1.436359031219987e+00
3.608798416665567e+00 1.912933874572371e+00 6.154407006151849e+00 1.437358620132579e+00
3.608827649640988e+00 1.912931095198820e+00 6.154216069341584e+00 1.438358219066934e+00
3.608856881688027e+00 1.912928384182510e+00 6.154024737597543e+00 1.439357827753995e+00
3.608886113907975e+00 1.912925739686047e+00 6.153833008843045e+00 1.440357445931324e+00
3.608915347333310e+00 1.912923159916534e+00 6.153640881012607e+00 1.441357073342833e+00
3.608944582926920e+00 1.912920643123691e+00 6.153448352052063e+00 1.442356709738516e+00
3.608973821581152e+00 1.912918187598003e+00 6.153255419918734e+00 1.443356354874185e+00
3.609003064116764e+00 1.912915791668890e+00 6.153062082581627e+00 1.444356008511204e+00
3.609032311281686e+00 1.912913453702892e+00 6.152868338021686e+00 1.445355670416239e+00
3.609061563749630e+00 1.912911172101882e+00 6.152674184232099e+00 1.446355340360996e+00
3.609090822118517e+00 1.912908945301290e+00 6.152479619218647e+00 1.447355018121969e+00
3.609120086908767e+00 1.912906771768349e+00 6.152284641000104e+00 1.448354703480191e+00
3.609152041328909e+00 1.912905223511214e+00 6.152088545110154e+00 1.449354478160501e+00
3.609181522887921e+00 1.912903194259550e+00 6.151892680418387e+00 1.450354184106466e+00
3.609211026270226e+00 1.912901216727307e+00 6.151696392739160e+00 1.451353897428558e+00
3.609240552607461e+00 1.912899289670986e+00 6.151499679883054e+00 1.452353617949123e+00
3.609270102999602e+00 1.912897411880406e+00 6.151302539659823e+00 1.453353345495261e+00
3.609299678515233e+00 1.912895582177518e+00 6.151104969878191e+00 1.454353079898661e+00
3.609329280191735e+00 1.912893799415248e+00 6.150906968345676e+00 1.455352820995434e+00
3.609358909035446e+00 1.912892062476370e+00 6.150708532868418e+00 1.456352568625949e+00
3.609388566021664e+00 1.912890370272390e+00 6.150509661251058e+00 1.457352322634679e+00
3.609418252094660e+00 1.912888721742469e+00 6.150310351296612e+00 1.458352082870044e+00
3.609447968167571e+00 1.912887115852356e+00 6.150110600806373e+00 1.459351849184261e+00
3.609477715122182e+00 1.912885551593341e+00 6.149910407579861e+00 1.460351621433191e+00
3.609507493808673e+00 1.912884027981235e+00 6.149709769414766e+00 1.461351399476198e+00
3.609537305045221e+00 1.912882544055356e+00 6.149508684106948e+00 1.462351183175999e+00
3.609567149617549e+00 1.912881098877540e+00 6.149307149450441e+00 1.463350972398528e+00
3.609597028278358e+00 1.912879691531163e+00 6.149105163237504e+00 1.464350767012793e+00
3.609626941746616e+00 1.912878321120162e+00 6.148902723258702e+00 1.465350566890739e+00
3.609656890706792e+00 1.912876986768098e+00 6.148699827303013e+00 1.466350371907108e+00
3.609686875807949e+00 1.912875687617193e+00 6.148496473157976e+00 1.467350181939310e+00
3.609716897662683e+00 1.912874422827398e+00 6.148292658609875e+00 1.468349996867286e+00
3.609746956845967e+00 1.912873191575455e+00 6.148088381443968e+00 1.469349816573371e+00
3.609777053893862e+00 1.912871993053973e+00 6.147883639444747e+00 1.470349640942168e+00
3.609807189302015e+00 1.912870826470496e+00 6.147678430396262e+00 1.471349469860410e+00
3.609837363524103e+00 1.912869691046577e+00 6.147472752082463e+00 1.472349303216831e+00
3.609867576970016e+00 1.912868586016851e+00 6.147266602287623e+00 1.473349140902031e+00
3.609897830003912e+00 1.912867510628104e+00 6.147059978796802e+00 1.474348982808345e+00
3.609928122942104e+00 1.912866464138337e+00 6.146852879396359e+00 1.475348828829710e+00
3.609958456050697e+00 1.912865445815823e+00 6.146645301874541e+00 1.476348678861526e+00
3.609988829543084e+00 1.912864454938151e+00 6.146437244022120e+00 1.477348532800525e+00
3.610019243577114e+00 1.912863490791272e+00 6.146228703633126e+00 1.478348390544631e+00
