-1.560000e+00 1.101989096533162e+00 1.232630044182494e-05 -4.095915644907454e-04 -1.277120133630625e+02
-1.561000e+00 1.093345183833365e+00 1.204670754517326e-05 -4.059376476113670e-04 -1.260125156854151e+02
-1.562000e+00 1.084730547625773e+00 1.177360904443741e-05 -4.023005665543569e-04 -1.243434031543729e+02
-1.563000e+00 1.076145914728052e+00 1.150684509800080e-05 -3.986803861298308e-04 -1.227040457088391e+02
-1.564000e+00 1.067595914941877e+00 1.124638502810693e-05 -3.950771451028406e-04 -1.210938257747804e+02
-1.565000e+00 1.059069484978424e+00 1.099170089753294e-05 -3.914909589648647e-04 -1.195121381988413e+02
-1.566000e+00 1.050579061975427e+00 1.074302017001089e-05 -3.879218153215081e-04 -1.179583901923320e+02
-1.567000e+00 1.042121390884605e+00 1.050007291833510e-05 -3.843697790853145e-04 -1.164320012823638e+02
-1.568000e+00 1.033697121255443e+00 1.026271811886926e-05 -3.808348902857375e-04 -1.149324032154903e+02
-1.569000e+00 1.025287236778510e+00 1.003081830743812e-05 -3.773171848111779e-04 -1.134523324158107e+02
-1.570000e+00 1.016938496969374e+00 9.804361325177292e-06 -3.738166777227783e-04 -1.120046942094913e+02
-1.571000e+00 1.008611599947022e+00 9.582851161036700e-06 -3.703334480875387e-04 -1.105822179671563e+02
-1.572000e+00 1.000327285363654e+00 9.366526048120708e-06 -3.668674699664824e-04 -1.091843826317071e+02
-1.573000e+00 9.920851252445430e-01 9.155260090987818e-06 -3.634187664247208e-04 -1.078106798387077e+02
-1.574000e+00 9.838739749521555e-01 8.948692118365898e-06 -3.599873872099826e-04 -1.064606122415737e+02
-1.575000e+00 9.756952834171493e-01 8.746706522525874e-06 -3.565733464592425e-04 -1.051336939883046e+02
-1.576000e+00 9.675649653361116e-01 8.549544245253523e-06 -3.531766135085915e-04 -1.038294497827803e+02
-1.577000e+00 9.594635544723736e-01 8.356621048229603e-06 -3.497972556405951e-04 -1.025474158112478e+02
-1.578000e+00 9.514061496012155e-01 8.168181655725441e-06 -3.464352384532871e-04 -1.012871388569275e+02
-1.579000e+00 9.433883850818778e-01 7.984002380195267e-06 -3.430905814247775e-04 -1.000481763702465e+02
-1.580000e+00 9.354107449783058e-01 7.803980104936746e-06 -3.397632877970693e-04 -9.883009600856586e+01
