0.95387536e-3 SECg2
6.296527713333109e+00 -3.139712524570595e+00 6.923516682701492e-01 3.141592653589793e+00 6.786216441691935e-01 5.743400248889251e-01 7.372688939669900e-04 -1.891597640020060e-03 1.181565309999657e+00 68
6.296588282265496e+00 -3.139963485912585e+00 6.924008048680953e-01 3.141592653589793e+00 6.766473254563131e-01 5.811030374480981e-01 6.297196853713369e-04 -1.601516803074632e-03 1.164417105649859e+00 64
6.296648141648282e+00 -3.140035512729802e+00 6.924457536093366e-01 3.141592653589793e+00 6.746697045110478e-01 5.874265902235922e-01 5.937756669905508e-04 -1.498226119598614e-03 1.148515961192760e+00 60
6.296707257496493e+00 -3.139965050416721e+00 6.924871917211081e-01 3.141592653589793e+00 6.726891255351681e-01 5.933840244621236e-01 6.127198017361717e-04 -1.535010772416294e-03 1.133647279455213e+00 56
6.296765595280926e+00 -3.140002395886452e+00 6.925260121616352e-01 3.141592653589793e+00 6.707070455712305e-01 5.990287093698455e-01 5.913718338958797e-04 -1.471905467942854e-03 1.119656144416435e+00 53
6.296823119944169e+00 -3.140183541315836e+00 6.925627019611675e-01 3.141592653589793e+00 6.687239686623743e-01 6.044028296521167e-01 5.178965373285960e-04 -1.281355004441452e-03 1.106419878010762e+00 51
6.296879795918919e+00 -3.140291184248166e+00 6.925971819389998e-01 3.141592653589793e+00 6.667388743586479e-01 6.095412724832924e-01 4.729644768323225e-04 -1.163776270419040e-03 1.093836224112434e+00 49
6.296935587147150e+00 -3.140342386200911e+00 6.926297033167110e-01 3.141592653589793e+00 6.647519150603949e-01 6.144709333051345e-01 4.494322971752077e-04 -1.100280006400167e-03 1.081827283486689e+00 47
6.296990457102229e+00 -3.140345522875017e+00 6.926604608378301e-01 3.141592653589793e+00 6.627631842444739e-01 6.192139128469724e-01 4.435990715375773e-04 -1.080914730966109e-03 1.070329156049652e+00 45
6.297044368811163e+00 -3.140302724190180e+00 6.926896042711604e-01 3.141592653589793e+00 6.607727246900860e-01 6.237886397535637e-01 4.541469246558474e-04 -1.101809958648226e-03 1.059288647141007e+00 43
6.297097284881012e+00 -3.140461102879535e+00 6.927178396417591e-01 3.141592653589793e+00 6.587823438703387e-01 6.282091840038384e-01 3.944397209170170e-04 -9.530909050506076e-04 1.048666566341384e+00 42
6.297149167524756e+00 -3.140348034319056e+00 6.927441695533353e-01 3.141592653589793e+00 6.567887025781960e-01 6.324916514307545e-01 4.296609053023384e-04 -1.034297006565349e-03 1.038414114550749e+00 40
6.297199978591228e+00 -3.140451598627637e+00 6.927698649349150e-01 3.141592653589793e+00 6.547954257528945e-01 6.366445521987478e-01 3.901952477131619e-04 -9.360072877439563e-04 1.028509642100707e+00 39
6.297249679595952e+00 -3.140528288418222e+00 6.927944199874975e-01 3.141592653589793e+00 6.528007529697563e-01 6.406792488348798e-01 3.606148850474819e-04 -8.622283055463170e-04 1.018919284844262e+00 38
6.297298231754177e+00 -3.140582886447981e+00 6.928179095016785e-01 3.141592653589793e+00 6.508047236236134e-01 6.446043800733342e-01 3.390282393873900e-04 -8.081497919398550e-04 1.009618410541940e+00 37
6.297345596016290e+00 -3.140618650992194e+00 6.928403964214030e-01 3.141592653589793e+00 6.488073643777926e-01 6.484275602607960e-01 3.241260327029438e-04 -7.704360973326621e-04 1.000585345876490e+00 36
6.297391733104969e+00 -3.140637675199363e+00 6.928619336547976e-01 3.141592653589793e+00 6.468086908864772e-01 6.521555418401005e-01 3.150345612657635e-04 -7.468460950143668e-04 9.918009034763885e-01 35
6.297436603554557e+00 -3.140641110775385e+00 6.928825653886219e-01 3.141592653589793e+00 6.448087087598270e-01 6.557943462336141e-01 3.112220496857363e-04 -7.359897179961064e-04 9.832480005460399e-01 34
6.297480167753078e+00 -3.140629293441892e+00 6.929023279959353e-01 3.141592653589793e+00 6.428074138719598e-01 6.593493703499974e-01 3.124423641675880e-04 -7.371797445219937e-04 9.749113481439455e-01 33
6.297522385985548e+00 -3.140601791051156e+00 6.929212505851136e-01 3.141592653589793e+00 6.408047920312322e-01 6.628254740722456e-01 3.187069266426291e-04 -7.503545327411550e-04 9.667771954374218e-01 32
6.297563218480005e+00 -3.140557382762219e+00 6.929393552004827e-01 3.141592653589793e+00 6.388008179497275e-01 6.662270527605753e-01 3.302803551257245e-04 -7.760593974901076e-04 9.588331170066169e-01 31
6.297602625455663e+00 -3.140493970607948e+00 6.929566566571875e-01 3.141592653589793e+00 6.367954533886704e-01 6.695580978323181e-01 3.476979808045839e-04 -8.154810793394355e-04 9.510678340074719e-01 30
6.297640567172798e+00 -3.140709619438898e+00 6.929742472856595e-01 3.141592653589793e+00 6.347919303931747e-01 6.728208041335360e-01 2.772430637896367e-04 -6.491272545185722e-04 9.434781839789210e-01 30
6.297677003984973e+00 -3.140633438658897e+00 6.929901192728424e-01 3.141592653589793e+00 6.327840995321682e-01 6.760212623696520e-01 2.988079609989730e-04 -6.985157584885326e-04 9.360414028872498e-01 29
6.297711896393760e+00 -3.140534456066608e+00 6.930052259539601e-01 3.141592653589793e+00 6.307747862428649e-01 6.791611791657663e-01 3.270978026668619e-04 -7.635375458800164e-04 9.287552879070772e-01 28
6.297745205104281e+00 -3.140728980307090e+00 6.930208154745128e-01 3.141592653589793e+00 6.287677077692456e-01 6.822419353494185e-01 2.649354450889631e-04 -6.176058386599959e-04 9.216196067184538e-01 28
6.297776891084256e+00 -3.140617572429214e+00 6.930345856525898e-01 3.141592653589793e+00 6.267558480307154e-01 6.852688114408232e-01 2.968539452798714e-04 -6.911676822283219e-04 9.146128240347999e-01 27
6.297806915623226e+00 -3.140790795038173e+00 6.930488893471464e-01 3.141592653589793e+00 6.247462724354468e-01 6.882415862003413e-01 2.422992557910321e-04 -5.635175790385805e-04 9.077424968529851e-01 27
6.297835240395332e+00 -3.140666214615897e+00 6.930613651021474e-01 3.141592653589793e+00 6.227317987746029e-01 6.911649579647242e-01 2.778760607082785e-04 -6.456071690956883e-04 9.009884141256030e-01 26
