0.95387536e-3 SECg
6.296527713333109e+00 -1.644364665906317e-03 6.903768258851918e-01 0.000000000000000e+00 6.776603477869902e-01 3.855610783417147e-01 -9.509860799332588e-04 3.639716675812310e-03 1.757586345026516e+00 68
6.296588282265496e+00 -1.627904935975226e-03 6.902665367516770e-01 0.000000000000000e+00 6.756153428949567e-01 3.788196695176559e-01 -9.548715540148439e-04 3.730882327671825e-03 1.783465418365933e+00 63
6.296648141648282e+00 -1.582497448958940e-03 6.901589998484179e-01 0.000000000000000e+00 6.735720449618358e-01 3.725185900743332e-01 -9.406435326528920e-04 3.748794933395583e-03 1.808147396208390e+00 59
6.296707257496493e+00 -1.457698111231911e-03 6.900533918415213e-01 0.000000000000000e+00 6.715297603780702e-01 3.665836075986931e-01 -8.774180227429373e-04 3.564240509385058e-03 1.831851231559553e+00 56
6.296765595280926e+00 -1.432277188455983e-03 6.899495602316775e-01 0.000000000000000e+00 6.694892381753729e-01 3.609618536942505e-01 -8.724891427421833e-04 3.610387808961890e-03 1.854728086359759e+00 53
6.296823119944169e+00 -1.275579917081918e-03 6.898465827862484e-01 0.000000000000000e+00 6.674488642031192e-01 3.556081168661435e-01 -7.859780704653654e-04 3.311461456907931e-03 1.876915148475844e+00 51
6.296879795918919e+00 -1.398771068164079e-03 6.897451180755432e-01 0.000000000000000e+00 6.654111596195456e-01 3.504940175064287e-01 -8.714061099362042e-04 3.736358750503627e-03 1.898485767225675e+00 48
6.296935587147150e+00 -1.360158540503490e-03 6.896438411842361e-01 0.000000000000000e+00 6.633730920986795e-01 3.455870326098739e-01 -8.563733354664572e-04 3.735480840433104e-03 1.919545094394086e+00 46
6.296990457102229e+00 -1.372597310200932e-03 6.895430590355278e-01 0.000000000000000e+00 6.613359902168081e-01 3.408676605603912e-01 -8.730963944497197e-04 3.873047401409771e-03 1.940144769339064e+00 44
6.297044368811163e+00 -1.185258416998271e-03 6.894418838035286e-01 0.000000000000000e+00 6.592978438451735e-01 3.363141872382150e-01 -7.614499406891628e-04 3.434103660262117e-03 1.960355090462357e+00 43
6.297097284881012e+00 -1.273384967526664e-03 6.893415058540716e-01 0.000000000000000e+00 6.572622618530436e-01 3.319172461118999e-01 -8.259818515335832e-04 3.786174662579161e-03 1.980189767903481e+00 41
6.297149167524756e+00 -1.150073087004476e-03 6.892403706738333e-01 0.000000000000000e+00 6.552253108609373e-01 3.276571590165809e-01 -7.530215405403065e-04 3.507485834721269e-03 1.999720291829160e+00 40
6.297199978591228e+00 -1.057099678612907e-03 6.891390613039540e-01 0.000000000000000e+00 6.531888591847050e-01 3.235256790875311e-01 -6.984985832773141e-04 3.305346482754823e-03 2.018963540226887e+00 39
6.297249679595952e+00 -1.235731841864523e-03 6.890382879585240e-01 0.000000000000000e+00 6.511550891628173e-01 3.195162406687689e-01 -8.238428062172579e-04 3.959729628709774e-03 2.037930296141266e+00 37
6.297298231754177e+00 -1.184165044284595e-03 6.889363089567001e-01 0.000000000000000e+00 6.491194750043705e-01 3.156132919776811e-01 -7.963746587585988e-04 3.887193189784199e-03 2.056682642466539e+00 36
6.297345596016290e+00 -1.153539639062917e-03 6.888338541664578e-01 0.000000000000000e+00 6.470842107466440e-01 3.118126151600572e-01 -7.824232301833559e-04 3.877804268654694e-03 2.075224494462315e+00 35
6.297391733104969e+00 -1.142038082512766e-03 6.887308427529759e-01 0.000000000000000e+00 6.450492637533847e-01 3.081074179317124e-01 -7.811213955237681e-04 3.930267405446728e-03 2.093575669380312e+00 34
6.297436603554557e+00 -1.148872344144601e-03 6.886272031939574e-01 0.000000000000000e+00 6.430146135080185e-01 3.044916566216841e-01 -7.922610447020076e-04 4.046416586050275e-03 2.111753782760283e+00 33
6.297480167753078e+00 -1.174189071466086e-03 6.885228725471328e-01 0.000000000000000e+00 6.409802517533522e-01 3.009599280732856e-01 -8.162582142557228e-04 4.231288558618818e-03 2.129774558469550e+00 32
6.297522385985548e+00 -9.305557831188334e-04 6.884166183484076e-01 0.000000000000000e+00 6.389429932925825e-01 2.975031372302482e-01 -6.520276278096822e-04 3.430135634696144e-03 2.147677374759523e+00 32
6.297563218480005e+00 -9.737199952971126e-04 6.883106155236780e-01 0.000000000000000e+00 6.369088800577962e-01 2.941250385260700e-01 -6.875933228789113e-04 3.670465639287218e-03 2.165427191992286e+00 31
