0.95387536e-3 0
-1.605400000000000e+00 0.000000000000000e+00 6.832916626835401e-01 0.000000000000000e+00 5.615373220672393e-01 5.808792100765459e-04 6.832861798724321e-01 0.000000000000000e+00 5.615232649323131e-01 -6.363121588693739e-02 1.112912798717515e+02
-1.603400000000000e+00 0.000000000000000e+00 6.831150338592190e-01 0.000000000000000e+00 5.594977645320608e-01 9.171368893152732e-04 6.831062666924048e-01 0.000000000000000e+00 5.594752367654617e-01 -6.289175891741143e-02 1.049921940958623e+02
-1.601400000000000e+00 0.000000000000000e+00 6.829355576920334e-01 0.000000000000000e+00 5.574580664598591e-01 8.241591719464481e-04 6.829275301683514e-01 0.000000000000000e+00 5.574375173982081e-01 -6.215633392068656e-02 1.049907473632261e+02
-1.599400000000000e+00 0.000000000000000e+00 6.827531726081610e-01 0.000000000000000e+00 5.554182311261294e-01 7.409956608164237e-04 6.827458199830136e-01 0.000000000000000e+00 5.553994807281699e-01 -6.142390548767393e-02 1.049892930058535e+02
-1.597400000000000e+00 0.000000000000000e+00 6.825678157775809e-01 0.000000000000000e+00 5.533782619789132e-01 6.665946595916239e-04 6.825610788700054e-01 0.000000000000000e+00 5.533611464816015e-01 -6.069388237851377e-02 1.049878301859740e+02
-1.595400000000000e+00 0.000000000000000e+00 6.823794230687693e-01 0.000000000000000e+00 5.513381626260214e-01 6.000169469864147e-04 6.823732478170562e-01 0.000000000000000e+00 5.513225331315609e-01 -5.996574068096355e-02 1.049863581571497e+02
-1.593400000000000e+00 0.000000000000000e+00 6.821879290026736e-01 0.000000000000000e+00 5.492979368220186e-01 5.404239489372742e-04 6.821822660495341e-01 0.000000000000000e+00 5.492836579973083e-01 -5.923903189748218e-02 1.049848762533669e+02
-1.591400000000000e+00 0.000000000000000e+00 6.819932667059367e-01 0.000000000000000e+00 5.472575884551286e-01 9.007365942768075e-04 6.819837295591659e-01 0.000000000000000e+00 5.472334599636789e-01 -5.851389306721864e-02 9.868602587185516e+01
-1.589400000000000e+00 8.420342272841032e-09 6.817953678633293e-01 -4.217508001696873e-08 5.452171215340094e-01 8.180885311848130e-04 6.817865476868854e-01 0.000000000000000e+00 5.451949003292110e-01 -5.778910783737167e-02 9.868456398500875e+01
-1.587400000000000e+00 0.000000000000000e+00 6.815941626693054e-01 0.000000000000000e+00 5.431765401744015e-01 7.435084577398499e-04 6.815860016333751e-01 0.000000000000000e+00 5.431560655483243e-01 -5.706489000084841e-02 9.868309385635715e+01
