0.95387536e-3 1
-1.719400000000000e+00 3.141592463872634e+00 6.923540823226574e-01 3.141592653589793e+00 6.786291607217516e-01 3.138945773322877e+00 6.923506779748231e-01 3.141592653589793e+00 6.786185641635859e-01 1.749246684149281e-01 -4.139807840436658e+02
-1.717400000000000e+00 3.141592470592498e+00 6.924030939872223e-01 3.141592653589793e+00 6.766544268395057e-01 3.139232131008214e+00 6.923997728886936e-01 3.141592653589793e+00 6.766441270744631e-01 1.649539315272931e-01 -3.888222422545266e+02
-1.715400000000000e+00 3.141592446393904e+00 6.924481231498615e-01 3.141592653589793e+00 6.746770330264245e-01 3.139273554042898e+00 6.924445892750615e-01 3.141592653589793e+00 6.746661067064494e-01 1.567131664627014e-01 -3.636601167909512e+02
-1.713400000000000e+00 3.141592653589790e+00 6.924898526137521e-01 3.141592653589793e+00 6.726973338910398e-01 3.139432286358486e+00 6.924863161517716e-01 3.141592653589793e+00 6.726864267498365e-01 1.497434419380053e-01 -3.447917039789880e+02
-1.711400000000000e+00 3.141592478481074e+00 6.925287878666664e-01 3.141592653589793e+00 6.707155896485613e-01 3.139444955029111e+00 6.925250340796857e-01 3.141592653589793e+00 6.707040372095754e-01 1.437456975812050e-01 -3.259210359258589e+02
-1.709400000000000e+00 3.141592653589843e+00 6.925653144557591e-01 3.141592653589793e+00 6.687319958209074e-01 3.139323383075446e+00 6.925611006740197e-01 3.141592653589793e+00 6.687190524554658e-01 1.385064643750758e-01 -3.070484731714534e+02
-1.707400000000000e+00 3.141592556985882e+00 6.925997339639719e-01 3.141592653589793e+00 6.667467031734232e-01 3.139443381314699e+00 6.925955136511024e-01 3.141592653589793e+00 6.667337603139398e-01 1.338659446157277e-01 -2.944710162139726e+02
-1.705400000000000e+00 3.141592653589969e+00 6.926322867821694e-01 3.141592653589793e+00 6.647598289895061e-01 3.139476284452661e+00 6.926279076270772e-01 3.141592653589793e+00 6.647464181710303e-01 1.297143775369133e-01 -2.818922409046820e+02
-1.703400000000000e+00 3.141592603853784e+00 6.926631679492677e-01 3.141592653589793e+00 6.627714662351449e-01 3.139429550160019e+00 6.926584654729261e-01 3.141592653589793e+00 6.627570839746652e-01 1.259641220423672e-01 -2.693123058080392e+02
-1.701400000000000e+00 3.141592653589948e+00 6.926925377404803e-01 3.141592653589793e+00 6.607816886382347e-01 3.139700469700799e+00 6.926882295407235e-01 3.141592653589793e+00 6.607685263428941e-01 1.225425651047131e-01 -2.630282295913305e+02
-1.699400000000000e+00 3.141592565057746e+00 6.927205295958033e-01 3.141592653589793e+00 6.587905554428662e-01 3.139533132154517e+00 6.927156268760840e-01 3.141592653589793e+00 6.587755932479756e-01 1.194053929448858e-01 -2.504463782633588e+02
-1.697400000000000e+00 3.141592489831357e+00 6.927472555961808e-01 3.141592653589793e+00 6.567981139089555e-01 3.139707891609902e+00 6.927425765655546e-01 3.141592653589793e+00 6.567838472574025e-01 1.165008159977300e-01 -2.441606762049342e+02
-1.695400000000000e+00 3.141592653589752e+00 6.927728107317376e-01 3.141592653589793e+00 6.548044017403808e-01 3.139415078192638e+00 6.927671798709802e-01 3.141592653589793e+00 6.547872494132490e-01 1.138030841737223e-01 -2.315772603132002e+02
