-1.719400000000000e+00 6.296527713333109e+00 -2.444418258821892e-02 9.773695548570674e-06 1.465051398216441e-03 -1.841344661396193e-01
-1.717400000000000e+00 6.296588282265496e+00 -2.485379822106955e-02 1.063564675830479e-05 1.587033844964740e-03 -1.719736677019240e-01
-1.715400000000000e+00 6.296648141648282e+00 -2.523373573514347e-02 1.147098525747174e-05 1.704064070709009e-03 -1.619980809712943e-01
-1.713400000000000e+00 6.296707257496493e+00 -2.541126681146659e-02 1.228579153467718e-05 1.817146348285220e-03 -1.525911884284065e-01
-1.711400000000000e+00 6.296765595280926e+00 -2.575594244010996e-02 1.308482170274953e-05 1.927022721531297e-03 -1.454841963898723e-01
-1.709400000000000e+00 6.296823119944169e+00 -2.615829242246795e-02 1.387163180786093e-05 2.034258285835803e-03 -1.396612340083651e-01
-1.707400000000000e+00 6.296879795918919e+00 -2.659793098299752e-02 1.464866869840581e-05 2.139293876984021e-03 -1.348760636696180e-01
-1.705400000000000e+00 6.296935587147150e+00 -2.691538074725852e-02 1.541768166793758e-05 2.242480181654884e-03 -1.300687725614137e-01
-1.703400000000000e+00 6.296990457102229e+00 -2.706896861792114e-02 1.618070529772688e-05 2.344100680087191e-03 -1.250021798929070e-01
-1.701400000000000e+00 6.297044368811163e+00 -2.739659261246852e-02 1.693873028736146e-05 2.444387594690769e-03 -1.213122307932457e-01
-1.699400000000000e+00 6.297097284881012e+00 -2.783642267595787e-02 1.769292118325878e-05 2.543533256321081e-03 -1.183852381882874e-01
-1.697400000000000e+00 6.297149167524756e+00 -2.812459122531842e-02 1.844436624812639e-05 2.641698413927444e-03 -1.151735274075962e-01
-1.695400000000000e+00 6.297199978591228e+00 -2.841120882741366e-02 1.919357284158328e-05 2.739018428511764e-03 -1.122258788579158e-01
-1.693400000000000e+00 6.297249679595952e+00 -2.871952373376083e-02 1.994085194145274e-05 2.835607967029119e-03 -1.095168635547811e-01
-1.691400000000000e+00 6.297298231754177e+00 -2.900852685255592e-02 2.068681853485834e-05 2.931564618907586e-03 -1.069968384708578e-01
-1.689400000000000e+00 6.297345596016290e+00 -2.928836170367001e-02 2.143162446266472e-05 3.026971727164371e-03 -1.046516525590537e-01
-1.687400000000000e+00 6.297391733104969e+00 -2.957093771274268e-02 2.217576277551949e-05 3.121900622217851e-03 -1.024606378709985e-01
-1.685400000000000e+00 6.297436603554557e+00 -2.985259186420118e-02 2.291949956869280e-05 3.216412414675493e-03 -1.004062853056119e-01
-1.683400000000000e+00 6.297480167753078e+00 -3.000397870569631e-02 2.366235014203955e-05 3.310559443845980e-03 -9.801236942261413e-02
-1.681400000000000e+00 6.297522385985548e+00 -3.038876380493896e-02 2.440509064049009e-05 3.404386454168053e-03 -9.663813438194958e-02
-1.679400000000000e+00 6.297563218480005e+00 -3.066650227196913e-02 2.514690817085005e-05 3.497931575378619e-03 -9.491111219846657e-02
-1.677400000000000e+00 6.297602625455663e+00 -3.094295986133816e-02 2.588826876881702e-05 3.591227124403768e-03 -9.327196014234240e-02
-1.675400000000000e+00 6.297640567172798e+00 -3.112898512850035e-02 2.662922295278407e-05 3.684300285409755e-03 -9.141780424055380e-02
