0.95387536e-3 1 0.0
-1.719400000000000e+00 -4.470843776035962e-01 2.821703012713516e-01 9.924557630323373e-01 1.226032561716904e-01 8.920786083861362e-01 66 -1.073319664201721e-04 -1.074541658608003e-04
-1.717400000000000e+00 -4.423095655626668e-01 3.025494611174133e-01 9.980714073155977e-01 6.207629095767700e-02 8.836153823580365e-01 61 -1.122400995287912e-04 -1.123731440890249e-04
-1.715400000000000e+00 -4.376243406375962e-01 3.216591127041672e-01 9.999657472819907e-01 8.276730197959147e-03 8.755417651257013e-01 58 -1.005743433083586e-04 -1.007179291340230e-04
-1.713400000000000e+00 -4.330249069978471e-01 3.397202039070799e-01 9.991994864744337e-01 -4.000482757403139e-02 8.677828954513799e-01 54 -1.109269689918047e-04 -1.110808699641490e-04
-1.711400000000000e+00 -4.285077271244486e-01 3.568979760272309e-01 9.964932751355904e-01 -8.367289052939808e-02 8.602836464619497e-01 51 -1.141081098265487e-04 -1.142721576145867e-04
-1.709400000000000e+00 -4.240694981627159e-01 3.733198680876313e-01 9.923542499485845e-01 -1.234222127859581e-01 8.530021947153555e-01 49 -1.059184015067361e-04 -1.060924721393247e-04
-1.707400000000000e+00 -4.197071309715083e-01 3.890866333448280e-01 9.871496336353835e-01 -1.597986258186471e-01 8.459060490402528e-01 47 -1.023920575150871e-04 -1.025760619392303e-04
-1.705400000000000e+00 -4.154177315037704e-01 4.042795724309182e-01 9.811516486599705e-01 -1.932393395036882e-01 8.389694805949638e-01 45 -1.025204041658636e-04 -1.027142814094766e-04
-1.703400000000000e+00 -4.111985842102950e-01 4.189654236120801e-01 9.745660476798388e-01 -2.241004656614935e-01 8.321717946826708e-01 43 -1.065187862717929e-04 -1.067224983428380e-04
-1.701400000000000e+00 -4.070471372049808e-01 4.331997764509136e-01 9.675508662505741e-01 -2.526763170892034e-01 8.254961307671831e-01 41 -1.145199037337117e-04 -1.147334317297644e-04
-1.699400000000000e+00 -4.029609889696810e-01 4.470295201489741e-01 9.602291172398358e-01 -2.792132561409030e-01 8.189286063056641e-01 40 -1.042434804803812e-04 -1.044668215583508e-04
-1.697400000000000e+00 -3.989378764079122e-01 4.604946408534322e-01 9.526976079892021e-01 -3.039198376737730e-01 8.124576914420892e-01 38 -1.188863627753520e-04 -1.191195277478720e-04
-1.695400000000000e+00 -3.949756640850738e-01 4.736295679415015e-01 9.450332047704322e-01 -3.269743749612903e-01 8.060737429174540e-01 37 -1.128796041601728e-04 -1.131226155594602e-04
-1.693400000000000e+00 -3.910723345143664e-01 4.864642004601045e-01 9.372973739406198e-01 -3.485306769913056e-01 7.997686504010604e-01 36 -1.088511672636638e-04 -1.091040577569618e-04
-1.691400000000000e+00 -3.872259793675298e-01 4.990247020344504e-01 9.295395334790343e-01 -3.687224643272760e-01 7.935355638062369e-01 35 -1.065702769057174e-04 -1.068330879818858e-04
-1.689400000000000e+00 -3.834347915053900e-01 5.113341250952638e-01 9.217995666108951e-01 -3.876668144115072e-01 7.873686800614828e-01 34 -1.060011790699646e-04 -1.062739599369310e-04
-1.687400000000000e+00 -3.796970577369863e-01 5.234129072203560e-01 9.141097344937443e-01 -4.054668831159658e-01 7.812630741976625e-01 33 -1.073529727971722e-04 -1.076357794432008e-04
-1.685400000000000e+00 -3.760111522278522e-01 5.352792702470491e-01 9.064961507170336e-01 -4.222140792716428e-01 7.752145639847067e-01 32 -1.102513036112552e-04 -1.105441980001007e-04
-1.683400000000000e+00 -3.723755304879965e-01 5.469495444823262e-01 8.989799314841291e-01 -4.379898204168567e-01 7.692196002672433e-01 31 -1.148494191063250e-04 -1.151524684759054e-04
-1.681400000000000e+00 -3.687887238786534e-01 5.584384345165749e-01 8.915781023844648e-01 -4.528669642936177e-01 7.632751772628539e-01 30 -1.216160610069377e-04 -1.219293372535260e-04
-1.679400000000000e+00 -3.652493345844141e-01 5.697592390098166e-01 8.843043201910911e-01 -4.669109864753370e-01 7.573787584994058e-01 29 -1.307400175199964e-04 -1.310635966519913e-04
-1.677400000000000e+00 -3.617560310035504e-01 5.809240338359823e-01 8.771694524607376e-01 -4.801809572127259e-01 7.515282151226770e-01 29 -1.070131945980837e-04 -1.073471562455424e-04
-1.675400000000000e+00 -3.583075435150209e-01 5.919438257878514e-01 8.701820465811890e-01 -4.927303581146318e-01 7.457217741279333e-01 28 -1.175657755845620e-04 -1.179102025567546e-04
-1.673400000000000e+00 -3.549026605852851e-01 6.028286824288634e-01 8.633487120810803e-01 -5.046077698053607e-01 7.399579745601020e-01 27 -1.312380533765761e-04 -1.315930312559572e-04
-1.671400000000000e+00 -3.515402251823801e-01 6.135878424658952e-01 8.566744342712787e-01 -5.158574547934581e-01 7.342356301746001e-01 27 -1.091404192121613e-04 -1.095060359806031e-04
-1.669400000000000e+00 -3.482191314681221e-01 6.242298100998397e-01 8.501628329739530e-01 -5.265198547345603e-01 7.285537974286477e-01 26 -1.244624700113546e-04 -1.248388157039639e-04
-1.667400000000000e+00 -3.449383217426906e-01 6.347624361073759e-01 8.438163771416737e-01 -5.366320169981481e-01 7.229117478021698e-01 26 -1.042588301645660e-04 -1.046459965430800e-04
-1.665400000000000e+00 -3.416967836185221e-01 6.451929878652617e-01 8.376365636498753e-01 -5.462279627013145e-01 7.173089437558207e-01 25 -1.214963333344340e-04 -1.218944135813951e-04
-1.663400000000000e+00 -3.384935474028586e-01 6.555282101054993e-01 8.316240669043210e-01 -5.553390057843205e-01 7.117450176891855e-01 25 -1.024545305544002e-04 -1.028636189800974e-04
-1.661400000000000e+00 -3.353276836704618e-01 6.657743778578764e-01 8.257788644811870e-01 -5.639940309756492e-01 7.062197534235727e-01 24 -1.218499717170624e-04 -1.222701634808869e-04
-1.659400000000000e+00 -3.321983010099929e-01 6.759373427726919e-01 8.201003429657437e-01 -5.722197370481635e-01 7.007330698243570e-01 24 -1.034511267297844e-04 -1.038825175709791e-04
