0.95387536e-3
-1.719400000000000e+00 SEC2 9.262120107779208e-02 9.957014176503451e-01 4.877196719191980e-01 -8.730002987531160e-01 138 -4.471350700564809e-01 2.822610389000774e-01
-1.717400000000000e+00 SEC2 8.844288112602376e-02 9.960812500886301e-01 4.776277342029243e-01 -8.785623185182601e-01 128 -4.423611538378159e-01 3.026443540881916e-01
-1.715400000000000e+00 SEC2 8.503043545033108e-02 9.963783543650108e-01 4.665672001487431e-01 -8.844857532743886e-01 120 -4.376755305276879e-01 3.217561549490605e-01
-1.713400000000000e+00 SEC2 8.217972553233294e-02 9.966175257898240e-01 4.549769710892908e-01 -8.905032036879007e-01 114 -4.330727762563653e-01 3.398138959635538e-01
-1.711400000000000e+00 SEC2 7.975510206719336e-02 9.968144881041063e-01 4.431370759955195e-01 -8.964538648910725e-01 108 -4.285552700521800e-01 3.569941540353903e-01
-1.709400000000000e+00 SEC2 7.766243634521433e-02 9.969797119204208e-01 4.312313206455723e-01 -9.022414023387951e-01 102 -4.241194905163919e-01 3.734244643196968e-01
-1.707400000000000e+00 SEC2 7.583408753935372e-02 9.971204496785099e-01 4.193826569754423e-01 -9.078095543825360e-01 98 -4.197541001679854e-01 3.891883044192406e-01
-1.705400000000000e+00 SEC2 7.422002691471995e-02 9.972418902176031e-01 4.076741951074981e-01 -9.131274558589582e-01 94 -4.154634889447487e-01 4.043820620566273e-01
-1.703400000000000e+00 SEC2 7.278234507984156e-02 9.973478481676685e-01 3.961622210203139e-01 -9.181805348820307e-01 90 -4.112447495204740e-01 4.190724204102241e-01
-1.701400000000000e+00 SEC2 7.149171707509684e-02 9.974411934493455e-01 3.848845491739030e-01 -9.229647251153217e-01 88 -4.070869211804706e-01 4.332951796207213e-01
-1.699400000000000e+00 SEC2 7.032505076958367e-02 9.975241286476511e-01 3.738660427179598e-01 -9.274827125625645e-01 84 -4.030035787672372e-01 4.471351764441490e-01
-1.697400000000000e+00 SEC2 6.926387730833679e-02 9.975983737457753e-01 3.631223546515763e-01 -9.317414639009551e-01 82 -3.989761526785320e-01 4.605928545490744e-01
-1.695400000000000e+00 SEC2 6.829322193766788e-02 9.976652924891055e-01 3.526625182508045e-01 -9.357505801339377e-01 78 -3.950190385388894e-01 4.737446572073554e-01
-1.693400000000000e+00 SEC2 6.740079450656453e-02 9.977259808684366e-01 3.424907739235750e-01 -9.395211917659072e-01 76 -3.911129170847359e-01 4.865755266264787e-01
-1.691400000000000e+00 SEC2 6.657639796067839e-02 9.977813303698267e-01 3.326078779285628e-01 -9.430652148922991e-01 74 -3.872645530393014e-01 4.991340725288751e-01
-1.689400000000000e+00 SEC2 6.581148870421052e-02 9.978320740257529e-01 3.230120524708454e-01 -9.463948509784760e-01 72 -3.834720309253936e-01 5.114432330838831e-01
-1.687400000000000e+00 SEC2 6.509884482416253e-02 9.978788205000443e-01 3.136996832667417e-01 -9.495222528821249e-01 70 -3.797335673346958e-01 5.235234163388479e-01
-1.685400000000000e+00 SEC2 6.443231226157586e-02 9.979220796919100e-01 3.046658364954909e-01 -9.524593052054785e-01 68 -3.760474976401625e-01 5.353928948219394e-01
