0.95387536e-3 1 0
-1.719400000000000e+00 9.924557630323373e-01 1.226032561716904e-01 66 -4.471909516331281e-01 2.821571356235408e-01
-1.717400000000000e+00 9.980714073155977e-01 6.207629095767700e-02 61 -4.424217119321157e-01 3.025424860346600e-01
-1.715400000000000e+00 9.999657472819907e-01 8.276730197959147e-03 58 -4.377249831357549e-01 3.216582796848303e-01
-1.713400000000000e+00 9.991994864744337e-01 -4.000482757403139e-02 54 -4.331358895866192e-01 3.397246473034063e-01
-1.711400000000000e+00 9.964932751355904e-01 -8.367289052939808e-02 51 -4.286214731822438e-01 3.569075269812408e-01
-1.709400000000000e+00 9.923542499485845e-01 -1.234222127859581e-01 49 -4.241747344786020e-01 3.733329566585452e-01
-1.707400000000000e+00 9.871496336353835e-01 -1.597986258186471e-01 47 -4.198082354854883e-01 3.891030000250633e-01
-1.705400000000000e+00 9.811516486599705e-01 -1.932393395036882e-01 45 -4.155184472700230e-01 4.042994085573466e-01
-1.703400000000000e+00 9.745660476798388e-01 -2.241004656614935e-01 43 -4.113024867175636e-01 4.189893158873320e-01
-1.701400000000000e+00 9.675508662505741e-01 -2.526763170892034e-01 41 -4.071580394323563e-01 4.332287386144005e-01
-1.699400000000000e+00 9.602291172398358e-01 -2.792132561409030e-01 40 -4.030611900311561e-01 4.470586563875457e-01
-1.697400000000000e+00 9.526976079892021e-01 -3.039198376737730e-01 38 -3.990512125144965e-01 4.605307961778781e-01
-1.695400000000000e+00 9.450332047704322e-01 -3.269743749612903e-01 37 -3.950823578598268e-01 4.736664831844115e-01
-1.693400000000000e+00 9.372973739406198e-01 -3.485306769913056e-01 36 -3.911744033583696e-01 4.865021543947780e-01
-1.691400000000000e+00 9.295395334790343e-01 -3.687224643272760e-01 35 -3.873251831092069e-01 4.990640533979849e-01
-1.689400000000000e+00 9.217995666108951e-01 -3.876668144115072e-01 34 -3.835327317499576e-01 5.113753142908215e-01
-1.687400000000000e+00 9.141097344937443e-01 -4.054668831159658e-01 33 -3.797952612595321e-01 5.234564668442120e-01
-1.685400000000000e+00 9.064961507170336e-01 -4.222140792716428e-01 32 -3.761111463594819e-01 5.353258440026963e-01
-1.683400000000000e+00 8.989799314841291e-01 -4.379898204168567e-01 31 -3.724789171525782e-01 5.469999152470872e-01
-1.681400000000000e+00 8.915781023844648e-01 -4.528669642936177e-01 30 -3.688972585480243e-01 5.584935634683821e-01
-1.679400000000000e+00 8.843043201910911e-01 -4.669109864753370e-01 29 -3.653650168199414e-01 5.698203190084941e-01
