0.95387536e-3
1.000000e-01 -1.729927668881070e+00 0.000000000000000e+00 6.884920096370669e-01
1.050000e-01 -1.729570438563272e+00 0.000000000000000e+00 6.881195484429435e-01
1.100000e-01 -1.729195583432465e+00 0.000000000000000e+00 6.877295035996684e-01
1.150000e-01 -1.728803074711976e+00 0.000000000000000e+00 6.873218237351885e-01
1.200000e-01 -1.728392882202729e+00 0.000000000000000e+00 6.868964601163983e-01
1.250000e-01 -1.727964974271430e+00 0.000000000000000e+00 6.864533656205789e-01
1.300000e-01 -1.727519317838143e+00 0.000000000000000e+00 6.859924939972447e-01
1.350000e-01 -1.727055878363249e+00 0.000000000000000e+00 6.855137993261425e-01
1.400000e-01 -1.726574619833765e+00 0.000000000000000e+00 6.850172356107650e-01
1.450000e-01 -1.726075504749028e+00 0.000000000000000e+00 6.845027564673521e-01
1.500000e-01 -1.725558494105710e+00 0.000000000000000e+00 6.839703148826332e-01
1.550000e-01 -1.725023547382168e+00 0.000000000000000e+00 6.834198630215380e-01
1.600000e-01 -1.724470622522098e+00 0.000000000000000e+00 6.828513520720180e-01
1.650000e-01 -1.723899675917493e+00 0.000000000000000e+00 6.822647321175074e-01
1.700000e-01 -1.723310662390872e+00 0.000000000000000e+00 6.816599520304258e-01
1.750000e-01 -1.722703535176777e+00 0.000000000000000e+00 6.810369593815846e-01
1.800000e-01 -1.722078245902513e+00 0.000000000000000e+00 6.803957003617551e-01
1.850000e-01 -1.721434744568106e+00 0.000000000000000e+00 6.797361197129662e-01
1.900000e-01 -1.720772979525474e+00 0.000000000000000e+00 6.790581606667774e-01
1.950000e-01 -1.720092897456779e+00 0.000000000000000e+00 6.783617648884084e-01
2.000000e-01 -1.719394443351933e+00 0.000000000000000e+00 6.776468724252052e-01
2.050000e-01 -1.718677560485254e+00 0.000000000000000e+00 6.769134216583691e-01
2.100000e-01 -1.717942190391227e+00 0.000000000000000e+00 6.761613492573687e-01
2.150000e-01 -1.717188272839356e+00 0.000000000000000e+00 6.753905901360790e-01
2.200000e-01 -1.716415745808082e+00 0.000000000000000e+00 6.746010774104667e-01
2.250000e-01 -1.715624545457730e+00 0.000000000000000e+00 6.737927423570789e-01
2.300000e-01 -1.714814606102465e+00 0.000000000000000e+00 6.729655143721817e-01
2.350000e-01 -1.713985860181224e+00 0.000000000000000e+00 6.721193209311683e-01
2.400000e-01 -1.713138238227587e+00 0.000000000000000e+00 6.712540875480834e-01
2.450000e-01 -1.712271668838560e+00 0.000000000000000e+00 6.703697377348259e-01
2.500000e-01 -1.711386078642242e+00 0.000000000000000e+00 6.694661929601994e-01
2.550000e-01 -1.710481392264313e+00 0.000000000000000e+00 6.685433726082918e-01
2.600000e-01 -1.709557532293341e+00 0.000000000000000e+00 6.676011939362987e-01
2.650000e-01 -1.708614419244841e+00 0.000000000000000e+00 6.666395720315567e-01
2.700000e-01 -1.707651971524051e+00 0.000000000000000e+00 6.656584197676646e-01
2.750000e-01 -1.706670105387395e+00 0.000000000000000e+00 6.646576477596813e-01
2.800000e-01 -1.705668734902561e+00 0.000000000000000e+00 6.636371643181851e-01
